id,uri,prefLabel,definition
SDN:L22::TOOL0682,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0682/,Vaisala WXT510 weather transmitter,"This is a a self-contained weather station measuring wind speed and direction, precipitation , air temperature, humidity and barometric pressure. The station has the following sensors:Vaisala WINDCAP ultrasonic wind sensor measuring average, maximum and minimum windspeed  accurate to the greater of 0.3 m/s or 3% (0-35 m/s range) or 5% (36-60 m/s) range and average, maximum and minimum wind direction to an accuracy of 3 degrees. Default averaging interval is 60 minutes.Vaisala RAINCAP sensor-2 - a piezoelectrical sensor that measures rainfall amount and intensity (rate) to an accuracy of 5% by counting raindrop impacts. Capacitive silicon BAROCAP air pressure sensorCapacitive ceramic THERMOCAP air temperature sensorCapacitive thin film polymer HUMICAP 180 humidity sensorThe precipitation and wind sensors may be optionally heated to keep them free from snow and ice. Output is via an RS232 connection. More information may be found at http://www.vaisala.com/Vaisala%20Documents/User%20Guides%20and%20Quick%20Ref%20Guides/WXT510_User_Guide_in_English.pdf."
SDN:L22::TOOL2044,http://vocab.nerc.ac.uk/collection/L22/current/TOOL2044/,GoPro Hero4 Session camera,"A compact waterproof one-button design camera. Photo mode, video mode, and multi-shot mode available. Ultra sharp image quality with all-glass lens. Ultra wide-angle field of view with reduced distortion. Video mode: video resolution options ranges from WVGA to 1440p; frames per second options range from 120, 100 to 30, 25; field of view can be adjusted between medium and ultra wide depending on resolution; screen resolution options ranges from 848 X 480 to 1920 X 1440. Photo mode: photo resolution 8 MP with wide field of view and 3264 X 2448 screen resolution; or photo resolution 5 MP with medium field of view and 2720 X 2040 screen resolution. Multi-shot mode captures up to 10 photos in 1 second with alternative options available, or can be set to time-lapse."
SDN:L22::TOOL1164,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1164/,Vemco VR2 Receiver,"An acoustic receiver comprising hydrophone, receiver, ID detector, data logging memory and battery housed within a submersible corrosion-resistant case. It is used to remotely retrieve ID numbers and time stamps from VEMCO coded transmitter tags deployed on marine fauna travelling within the VR2's receiver range. The VR2 is ideal for use in river monitoring or freshwater lake studies, as well as large tracking operations in oceanic systems. It features a Smart LED (light emitting diode), two megabytes of data storage (approx. 300000 detections), a resume study feature, and a replaceable battery (single Lithium cell). Detections are stored in the VR2's memory for later retrieval using a VR PC interface and a PC computer running VUEsoftware. The VR2 is now discontinued and has been replaced by the Vemco VR2W receivers."
SDN:L22::NETT0085,http://vocab.nerc.ac.uk/collection/L22/current/NETT0085/,Lowestoft frame trawl - Walker and Davies (1986),A 142 cm x 142 cm rectangular mouth opening trawl with a rigid mouth frame and  nets 747.5 cm long of 5.0 cm mesh. Uses a TSK flowmeter converted to a digital counter unit and conducting cable to power  depth and temperature sensors.  Data recorded on a surface chart recorder.  Normally towed at 3 knots.  A 100 cm x 100 cm mouth opening trawl with a net length of 475 cm also described.  Mainly for small pelagic fish capture.  Not opening/closing [Wiebe and Benfield 2003 Plate 4 F].
SDN:L22::NETT0072,http://vocab.nerc.ac.uk/collection/L22/current/NETT0072/,Modified Isaacs-Kidd Midwater Trawl with MPS cod-end - Pearcy and Hubbard (1964),A 1.8 m IKMT fitted with a scaled down version of the Be MPS with 3 nets attached to the back of the trawl.  A pressure-release system controls the opening/closing of the cod-end nets [Wiebe and Benfield 2003 Plate 26 B].
SDN:L22::TOOL1779,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1779/,Aanderaa 2810 air pressure sensor,"A barometric pressure sensor designed for use with the Aanderaa Automatic Weather Stations and Display Units. The 2810 utilizes a 4x4 mm silicon chip as a sensing element. A thin membrane is exposed to atmospheric pressure on one side and to a vacuum on the other. The membrane is furnished with 4 diffused resistors that form a Wheatstone bridge. The output signal is proportional to the atmospheric pressure. The chip acts as an absolute pressure-sensing device. A temperature sensing resistor and 4 heating resistors are also diffused onto the chip. In conjunction with an external control circuit, these resistors allow the chip to be held at a constant temperature of 47 degC during the measurement. It has a measurement range of 920 to 1080 hPa, an accuracy of +/- 0.2 hPa, a resolution of 0.2 hPa, and an operating temperature range of -40 to +47 degC."
SDN:L22::TOOL0821,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0821/,AML Oceanographic Micro SV sound velocity probe,"A single sensor, sound velocity probe for multi-beam systems. It can also be integrated into AUV and ROV systems. The probe directly measures sound velocity by the time-of-flight of an acoustic ping. It has a range of 1400 m/s - 1600 m/s and an accuracy of +/-0.05 m/s."
SDN:L22::TOOL1969,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1969/,Panasonic WV-SC384 (HD dome) network camera,"A high definition (HD) PTZ (pan-tilt-zoom) network camera designed for real time monitoring and high resolution recording. It produces 720p video, using a 1/3 type MOS sensor, Wide Dynamic Range (WDR) and Adaptive Black Stretch (ABS) technology and Video Motion Detector (VMD). The WV-SC384 comes with day/night functionality, pan/tilt capacity, digital noise reduction, and face detection function. It uses power over Ethernet (PoE). The image sensor size is 1/3, minimum colour lux 0.038, minimum b/w lux 0.031. Maximum video resolution 1280X960 with 30 frames per second. The lens has a focal length of 4.7 - 84.6 mm, with horizontal view between 3.2 and 55.2 deg., and a vertical view between 2.4 and 42.1 deg."
SDN:L22::TOOL0397,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0397/,Vaisala PTB210 digital barometer,"Digital barometer using a silicon capacitive absolute pressure sensor. The instrument can operate over a pressure range of 50 to 1100 hPa and a temperature range of -40 to 60 degC. Two basic configurations are available: serial output for 500 - 1100 hPa and 50 - 1100 hPa, and analogue output with different scalings between 500 and 1100 hPa. It is designed for a variety of applications, such as weather stations, data buoys and ships."
SDN:L22::TOOL1785,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1785/,VG PRISM III Isotope Ratio Mass Spectrometer,"A modular benchtop isotope ratio mass spectrometer which can operate in dual inlet or continuous flow modes. It is designed to measure stable isotope ratios of N2, CO2, H2, SO2, SF6 and O2 and C. It has a Multi-collector with four Faraday buckets, featuring integral suppressers. The central bucket is fixed, and the others are externally moveable using precision adjusters. The ion optics have a horizontal geometry, and the design allows individual access to the source and collectors through the lids of the housings. A manifold option, HD option and Differential Pumping option are available depending on user requirements. Its precision is better than 0.05 permille. Sample size can range from 100 ul to 150 ul."
SDN:L22::TOOL1525,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1525/,FloCat C-ES45 B002 flow meters,"An impeller flow meter in 3/8 Inch nominal pipe size. The body material for the ES45-B002 is polypropylene, with transparent acrylic covers for visual flow indication. Optional Acrylic or Polypropylene covers available. Optional Nickel tungsten carbide, and zirconia ceramic shafts. range: 0.27 - 18.9 LPM. Accuracy: +/- 1.0% FS."
SDN:L22::TOOL1544,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1544/,Blue Robotics high definition video camera,"A high-definition (HD), wide-angle, low-light video camera designed for use on the Blue Robotics BlueROV2 remotely operated vehicle (ROV). It enables a live HD video feed for shallow water inspections and operations. The camera is mounted to a Hitec HS-5055MG tilt servo mechanism, enabling the pilot to tilt the camera up or down. The camera operates via USB at 1080p, 30fps, and has an 80 degrees horizontal field of view. It has a camera tilt range of +/- 90 degrees (180 degrees total range)."
SDN:L22::TOOL1100,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1100/,Vaisala HMT367 humidity and temperature transmitter,"The Vaisala HMT367 is a humidity and temperature transmitter. This sensor is based on a probe containing a patented (HUMICAP) capacitive thin polymer film humidity sensor and a PT100 platinum resistance thermometer. HMT367 was designed for high humidities. The sensor was designed to measure data in hazardous areas, including potentially explosive environments (containing gases or dust). It measures temperatures ranging from -70 to 180 degC. It has a probe diameter of 12 mm."
SDN:L22::TOOL1937,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1937/,Nikon D700 camera,"A digital single-lens reflex (DSLR) handheld camera with an FX-format image sensor enabling full frame image capture. The D700 has a wide range of applications that require high quality images. Picture angle is equivalent to angle produced by lens focal length (1.5 times when DX format is selected). Lens is interchangeable. Effective pixels is 12.1 million, total pixels is 12.87 million. Features a complementary metal oxide semiconductor (CMOS) 36.0 x 23.9 mm sensor. Can output in NEF, TIFF and JPEG."
SDN:L22::TOOL1956,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1956/,Axis Communications Q6045 (PTZ dome) network camera,"An indoor pan-tilt zoom network camera designed for wide area coverage and detailed surveillance at great distances, such as at airports, train stations, arenas, shopping malls and warehouses. It produces HDTV 1080p video using a progressive scan CMOS image sensor, with day/night functionality, autofocus and pan/tilt capacity. AXIS Q6045 comes with built-in video analytics such as motion detection, highlight compensation, object removal, fence detector, object counter, enter/exit detection, autotracking and Active Gatekeeper. It is encased in IP52-rated aluminium casing with an acrylic clear dome. It uses Power over Ethernet (PoE) and local memory storage. Two models available as either a 50 Hz or 60 Hz. Image sensor size is 1/3 inches, minimum colour lux 0.6, minimum b/w lux 0.04. Maximum video resolution 1920x1080 at 25/30 frames per second (50/60 Hz). Lens focal length 4.45 - 89 mm with horizontal view between 62.98 - 3.49 deg, 20x optical zoom and 12x digital zoom. This instrument is no longer in production."
SDN:L22::TOOL1975,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1975/,SubC Imaging Dragonfish camera,"A high definition (HD) 5-megapixel (MP) underwater camera which provides live video at 12 frames-per-second and HDTV at 1080p at full framerate. Transmission is over four-wire Ethernet with dynamic text and image overlay. Digital pan-tilt-zoom enables live zoom in on the 5 MP image feed. The Dragonfish can store all media to Network Attached Storage (NAS) or an internal 128 GB drive. The camera is fully configurable with options for frame, bitrate and resolution (0.3 - 5 MP) to maximise available bandwidth. The camera is compatible with LED or lasers. Resolution is 2560 x 1920 to 160 x 90, framerate is up to 30/25 fps (60/50 Hz), sensitivity is colour-0.5 or mono-0.08 Lux. Maximum image capture is 30 images per second. Viewing angle in water is 65 degrees, depth rating is up to 6500 m."
SDN:L22::TOOL1753,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1753/,Industrial Instruments and Supplies Psychro-Dyne Celsius Black Organic psychrometer,"A portable instrument designed to measure air temperature, relative humidity (RH) and dew point by the wet and dry bulb method. Users wet the wick on the wet bulb, turn the instrument on, and allow the constant aspiration rate to cause the depression in wet bulb temperature. Users then subtract wet bulb reading from dry bulb reading, and use the included slide rule and tables to calculate RH. It uses 3 D cell batteries as a power source which can produce 1000 readings. Steady aspiration allows readings in 1 to 2 minutes. It has greater than 1 percent accuracy for RH and greater than 0.25 percent accuracy on the thermometers temperature determination. It measures from -10 to +60 degC for RH and dewpoint, and from -15 to +45 degC for temperature."
SDN:L22::TOOL0105,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0105/,Vemco Minilog12 temperature recorder,A miniature data logger that records temperature at a user programmed time interval. 12-bit version gives a resolution of 0.015C and an accuracy of +-0.1C. It is housed in a waterproof cylinder and the temperature sensor is mounted on a protruding stainless steel probe. Further information may be found on the BODC document server at URL: http://www.bodc.ac.uk/data/documents/nodb/108661/
SDN:L22::TOOL0181,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0181/,Vemco Minilog8 temperature recorder,A miniature data logger that records temperature at a user programmed time interval. 8-bit version gives a resolution of 0.1C and an accuracy of between +-0.2C to +-0.3C depending on range specified. It is housed in a waterproof cylinder and the temperature sensor is mounted on a protruding stainless steel probe.
SDN:L22::TOOL1550,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1550/,Vaisala HMP45 humidity and temperature probe,"A humidity and temperature sensor designed for use with the HMI41 Humidity Indicator to measure temperature and humidity, as well as dew point, wet bulb temperature, absolute humidity and mixing ratio. It is also suitable for spot-checking applications. The HMP45 probe is attached to the HMI141 Indicator via a spiral cable. The HMP45 probe features a patented HUMICAP 180 capacitive thin film polymer humidity sensor and a Pt1000 platinum resistance thermometer. The HMP45 measures humidity from 0-100 percent RH at an accuracy of +/- 3 percent RH at 20 degC. It measures temperature from -20 to +60 degC."
SDN:L22::TOOL0777,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0777/,FlowQuest 75 Ultra long-range Acoustic Current Profiler,FlowQuest 75 Ultra long-range Acoustic Current Profiler with an operating frequency of 75 kHz. Standard depth of 800 meters with a temperature range of -5 degC to 45 degC. Velocity accuracy of +/- 1 percent +/- 5mm/s and a maximum measuring range of 900 meters.
SDN:L22::NETT0148,http://vocab.nerc.ac.uk/collection/L22/current/NETT0148/,Multiple Rectangular Midwater Trawl 1+8 - Roe and Shale (1979),"A combination multiple plankton and nekton collecting system with three 1-m2 and three 8-m2 with pair of nets opened and closed by acoustic command.  Also transmitted acoustically are depth and flow. A modification of system described by Baker et al., 1973. [Wiebe and Benfield 2003 Plate 28 B]"
SDN:L22::TOOL1943,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1943/,Nikon D810 camera,"A digital single-lens reflex (DSLR) handheld camera with an FX-format image sensor enabling full frame image capture. The D810 has a wide range of applications that require high quality images. Lens is interchangeable. Capable of shooting video in full HD 1920 x 1080 / 60 FPS. Effective pixels is 36.3 million, total pixels is 37.09 million. Features a complementary metal oxide semiconductor (CMOS) 35.9 x 24 mm sensor, and an image sensor cleaning dust-reduction system. Can output in NEF, TIFF and JPEG."
SDN:L22::TOOL1962,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1962/,DeepSea Power & Light Multi SeaCam MSC-1060 (low-light black and white) camera,"An analogue camera for subsea operations. It is designed for deep ROV or shallow diver applications. The ROV version is made from titanium and is rated to 6000 meters (20 000 feet). The diver version is made from black Delrin and is rated to 300 meters (1000 feet). All camera versions come with DeepSea's wide angle, fixed focus optics. It has a 5mm, f2.8 lens, a 1/2-inch CCD image sensor, and can focus from 30cm to infinity."
SDN:L22::TOOL1702,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1702/,AML Oceanographic T-Xchange temperature sensor,"A temperature sensor in a field-swappable body. These sensors can be exchanged between different Xchange instrument types, with each sensor head containing its own embedded calibration, allowing quick, easy, and on-site replacement of the sensor without impacting field accuracy. The T-Xchange temperature sensor has a depth rating of 6000 m, a range of -5 to 45 degC (but will over-range to 60 degC), precision, accuracy and resolution of 0.003, 0.005 and 0.001 degC respectively, and a response time of 100 ms."
SDN:L22::TOOL1721,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1721/,High Tech Inc HTI 04-PCA/ULF ultra low frequency hydrophone,"An ultra-low frequency hydrophone featuring a pressure compensated design, capable of operating at full ocean depth. Used in the anti-submarine warfare industry and for noise measurements. HTI hydrophones are highly customizable. Some of these customizations include: Pre-Amplifier Gain, Pre-Amplifier Filter Settings, Bulkhead Mounting Endcaps, Cable Type, and Cable Length. The instrument has response frequencies of between 0.01 Hz and 8 kHz, and a maximum operating depth of 6000 meters."
SDN:L22::TOOL1018,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1018/,Thermo Fisher Scientific TC/EA high temperature conversion elemental analyser,"The Thermo Scientific high temperature conversion elemental analyser (TC/EA) is an isotope ratio mass spectrometer designed to measure simultaneous hydrogen and oxygen isotope ratios of all organic compounds and selected inorganic compounds. The Thermo Scientific TC/EA can be connected to any current Thermo Scientific isotope ratio mass spectrometer equipped for continuous flow applications. The instrument uses a quantitative, high temperature conversion technique referred to as pyrolysis, in which oxygen present in a compound is converted to CO, and hydrogen contained in a compound is converted to H2. The process is rapid and quantitative in a reducing environment at high temperatures, typically exceeding 1400 degC. The TC/EA is able to measure both H and O isotope ratios in a single run, which takes about 6 minutes. It takes about 5 minutes per sample for oxygen and less than 3 minutes for hydrogen isotope ratio determination. Optional modules can be added to the TC/EA which include a Liquid Injection Kit and a Bottom Feed Connector."
SDN:L22::TOOL0707,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0707/,Analog Devices AD590 Temperature Transducer,"This is a 2-terminal integrated circuit temperature transducer that produces an output current proportional to absolute temperature (one microAmp per Kelvin). It is calibrated by laser trimming of the resistors on the chip to produce an output of 298.2 microAmps at 298.2K. It is supplied in a range of standard electronic component packages for inclusion on circuit boards. It can operate from -55-150C, is linear to 0.3C over full range and has an accuracy of 0.5C. Further details may be found at http://www.analog.com/en/mems-sensors/digital-temperature-sensors/ad590/products/product.html."
SDN:L22::TOOL0726,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0726/,OSi OWI-430 DSP-WIVIS Present Weather and Visibility Sensor,"The Osi OWI-430 WIVIS is an optical weather and visibility sensor that measures visibility, rain, snow, drizzle, freezing and mixed precipitation conditions. It measures rain in dynamic range 0.1 to 3000 mm/hr; snow in dynamic range 0.01 to 300 mm/hr; visibility in dynamic range 0.001 to 10 km. It is designed to operate in temperatures from -40 to 50 degC, and humidity from 0 to 100 percent."
SDN:L22::TOOL0580,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0580/,Star-Oddi DST centi-T Temperature Recorder,"A miniature underwater temperature recorder with a temperature resolution of 0.032 degC and an accuracy of +/- 0.1 degC over a range of -1 degC to 40 degC. It has a memory capacity of 174,000 measurements in total; 261,819 bytes/ temperature 1.5 bytes. A memory extension option of 786,099 bytes is available with a data retention of 25 years."
SDN:L22::TOOL1930,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1930/,Axis Communications P1364 network camera,"A fixed network camera designed for surveillance in extreme low light. The P1364 can deliver up to HDTV 720p video at 50/60 frames per second (fps) with reduced noise and motion blur in demanding light conditions. Features P-Iris control, allowing the camera to precisely control the iris position to optimise depth of field and lens resolution for optimal image sharpness, in addition to digital pan/tilt/zoom (PTZ), which allows a selected area of interest to be cropped from the full view for viewing or recording, thereby minimising the bit rate and storage needs. Axis Zipstream technology reduced bandwidth and storage requirements. Video is optimised for forensic purposes and provides high levels of detail. The P1364 can transition between wide dynamic range (WDR) and Lightfinder modes and features two-way audio. The remote back focus function enables the focus to be fine-tuned from a computer to ensure image sharpness. Resolution is 1280 x 960 to 160 x 90, with 25/30 fps (WDR) or 50/60 fps (no WDR), and shutter time is 1/28000 to 2 s (50 Hz) or 1/33500 to 2 s (60 Hz). The lens is a varifocal F1.2, 2.8 to 8.5 mm, with 92.3 to 33.3deg view (horizontal), 67.9 to 24.7deg view (vertical)."
SDN:L22::TOOL1246,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1246/,Wildlife Acoustics Song Meter SM2M Marine Recorder,"A submersible 16-bit digital acoustic recorder used to detect, record and monitor marine bioacoustic and ambient noise in fresh or salt water. The SM2M consists of a single hydrophone, recorder and an arrangement of 32 D cell batteries, and offers a flexible recording scheduling system. The device can also accept 1.5V alkaline batteries, 1.2V NiMH batteries or 3V (or 3.3V) lithium batteries. The instrument is designed for short-term deployments and is depth rated to 150 metres. Its sample rate ranges from 4 to 96 kHz, allowing recording frequencies up to 48 kHz. The SM2M hydrophone sensitivity is -165 dB re: 1V/uPa. Storage is available on up to four 32 Gb SDHC cards, or on up to four 128 Gb SDCX cards. Since 2015, the SM2M has been superseded by the third and fourth generation SM3M and SM4M marine recorder families, with some models able to record ultrasonic frequencies."
SDN:L22::TOOL2088,http://vocab.nerc.ac.uk/collection/L22/current/TOOL2088/,Axis Communications M1054 network camera,"A network camera with digital pan, tilt, zoom (PTZ), and two-way audio streaming. The Axis M1054 is suitable for a range of professional surveillance and remote monitoring applications. This instrument uses progressive scan to provide full frame rate video and features an integrated PIR sensor for detecting movement. The M1054 comes with a built-in microphone (which can be disabled), speaker, and white LED for illuminating the scene of an event. Full frame rate video is available in resolutions up to 1 megapixel including HDTV 720p. 2.8 mm camera lens with 1/25000 s to 1/6 s shutter time; video resolution 1280x800 to 160x90 with a frame rate of 25/30 fps in all resolutions. Operational temperature: 0 - 40 degrees C."
SDN:L22::TOOL1005,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1005/,Vaisala Present Weather Detector PWD12,"Vaisala Present Weather and Visibility sensor PWD12 is a compact and light-weight probes that provide accurate measurements of prevailing visibility. This sensor is able to measure visibility between 10m and 2,000m and is able to indicate the cause of prevailed visibility and detect precipitation type and rain accumulation"
SDN:L22::TOOL1024,http://vocab.nerc.ac.uk/collection/L22/current/TOOL1024/,RBR Solo T Temperature logger,"Compact single channel temperature logger designed for application in moorings, bore holes, profiling or towed arrays. It can provide up to 25 million readings, on a single battery, with an accuracy of +/- 0.002 degC. It has a depth rating of 1700 meters and a temperature range from -5 degC to 35 degC."
